Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas23       Pavarde23      2     9     2     8     6     2     7     9     7     7     6     5     7     5     10    10    
Vardas24       Pavarde24      6     10    3     5     1     1     2     2     7     1     8     4     10    3     7     7     
Vardas25       Pavarde25      7     3     1     3     8     5     3     6     8     9     9     10    8     4     4     5     
Vardas26       Pavarde26      6     5     7     8     4     2     8     3     9     10    2     8     8     6     8     2     
Vardas27       Pavarde27      7     8     10    5     4     5     3     8     7     7     3     5     9     2     5     7     
Vardas28       Pavarde28      4     7     2     9     10    5     6     4     8     1     4     7     6     8     7     2     
Vardas29       Pavarde29      5     2     1     2     2     7     3     5     3     4     2     8     7     4     7     8     
Vardas30       Pavarde30      4     10    8     10    7     9     10    8     1     3     4     9     3     3     7     8     
Vardas31       Pavarde31      6     3     2     8     1     4     9     6     2     9     4     1     3     5     9     9     
Vardas32       Pavarde32      10    5     5     7     10    9     8     2     8     1     4     2     10    10    6     2     
Vardas33       Pavarde33      7     1     7     2     6     2     3     2     6     4     3     6     10    3     7     4     
Vardas34       Pavarde34      5     9     7     1     3     8     2     3     2     7     4     5     6     2     9     2     
Vardas35       Pavarde35      4     6     5     8     4     1     7     6     3     7     3     3     7     5     8     9     
Vardas36       Pavarde36      1     8     2     4     7     8     2     5     3     10    5     9     8     1     10    8     
Vardas37       Pavarde37      9     2     2     8     10    8     10    6     2     7     2     8     6     9     10    3     
Vardas38       Pavarde38      8     2     1     3     8     9     4     4     8     9     7     4     3     7     5     3     
Vardas39       Pavarde39      5     10    3     5     8     10    2     3     3     1     3     4     2     8     10    6     
Vardas40       Pavarde40      4     9     4     10    2     6     9     8     6     6     3     2     6     9     10    8     
Vardas41       Pavarde41      8     5     4     1     1     4     6     1     3     1     8     2     6     3     9     2     
Vardas42       Pavarde42      10    1     7     5     2     2     3     1     6     2     9     1     4     8     5     2     
Vardas43       Pavarde43      9     6     8     1     1     4     9     10    10    10    7     7     3     2     1     10    
Vardas44       Pavarde44      2     10    2     1     7     5     6     4     1     9     2     7     10    3     10    8     
Vardas45       Pavarde45      5     1     1     7     10    8     3     3     9     9     2     1     2     6     7     8     
Vardas46       Pavarde46      9     6     7     8     7     10    6     1     8     4     8     5     6     8     10    1     
Vardas47       Pavarde47      1     4     9     5     7     2     8     2     5     8     5     10    2     5     5     7     
Vardas48       Pavarde48      5     5     8     5     4     8     3     10    2     10    8     2     5     10    3     8     
Vardas49       Pavarde49      2     2     10    10    3     4     10    1     1     10    6     5     6     6     10    7     
Vardas50       Pavarde50      5     7     7     10    9     1     9     3     7     3     2     8     8     8     8     6     
Vardas51       Pavarde51      4     6     7     4     4     6     5     3     2     6     5     7     7     6     2     4     
Vardas52       Pavarde52      2     8     1     9     6     10    10    3     2     2     1     5     4     4     2     6     
Vardas53       Pavarde53      8     7     8     3     8     7     1     2     7     2     7     7     6     5     1     9     
Vardas54       Pavarde54      1     4     5     1     10    10    3     2     4     1     3     6     6     1     3     10    
Vardas55       Pavarde55      10    7     6     4     6     10    4     8     9     1     6     1     1     10    9     4     
Vardas56       Pavarde56      5     1     3     4     4     1     7     6     6     9     9     7     5     9     9     4     
Vardas57       Pavarde57      10    8     2     1     5     10    7     10    10    9     8     3     1     4     6     9     
Vardas58       Pavarde58      3     8     8     4     1     4     10    8     7     9     9     6     8     7     5     4     
Vardas59       Pavarde59      7     6     4     10    9     7     8     10    5     7     1     3     7     7     10    1     
Vardas60       Pavarde60      6     8     2     5     2     9     7     3     6     5     3     2     3     5     8     7     
Vardas61       Pavarde61      4     7     8     6     5     2     5     3     4     6     5     5     6     2     7     6     
Vardas62       Pavarde62      2     2     9     8     9     5     2     7     10    10    9     5     1     6     10    4     
Vardas63       Pavarde63      8     7     4     8     9     7     10    5     7     4     2     4     7     4     4     4     
Vardas64       Pavarde64      2     10    3     8     1     5     5     6     9     3     9     2     4     3     2     9     
Vardas65       Pavarde65      8     4     2     2     1     1     1     10    8     8     2     1     8     9     1     4     
Vardas66       Pavarde66      3     2     3     1     6     3     6     9     4     2     8     5     8     10    6     4     
Vardas67       Pavarde67      8     8     9     6     5     5     4     5     1     8     3     1     10    10    8     1     
Vardas68       Pavarde68      8     1     3     1     3     4     6     2     6     10    7     2     10    2     6     9     
Vardas69       Pavarde69      6     7     4     6     5     7     3     4     3     1     7     9     3     7     9     5     
Vardas70       Pavarde70      6     2     10    5     10    10    7     3     2     10    8     6     9     6     6     7     
Vardas71       Pavarde71      9     6     7     2     8     8     5     5     7     8     5     9     6     1     6     2     
Vardas72       Pavarde72      10    5     6     5     10    6     4     4     10    4     8     3     1     9     8     1     
Vardas73       Pavarde73      9     6     1     8     6     2     4     5     6     8     5     3     7     5     7     2     
Vardas74       Pavarde74      5     1     4     1     10    9     3     4     2     10    3     8     8     7     6     6     
Vardas75       Pavarde75      9     8     8     8     8     4     5     9     2     1     5     5     3     5     8     9     
Vardas76       Pavarde76      5     5     10    4     5     8     3     10    8     3     7     1     7     4     4     1     
Vardas77       Pavarde77      4     10    6     6     1     3     3     5     2     5     9     8     7     4     7     7     
Vardas78       Pavarde78      7     1     8     6     8     7     2     2     6     8     4     4     10    1     2     3     
Vardas79       Pavarde79      1     10    1     4     7     9     6     1     1     8     1     7     10    10    8     10    
Vardas80       Pavarde80      5     4     1     9     9     10    2     2     1     8     6     6     10    5     7     7     
Vardas81       Pavarde81      3     9     1     8     6     1     4     5     6     4     3     6     9     2     10    10    
Vardas82       Pavarde82      10    3     8     4     3     8     2     4     7     2     9     3     4     4     9     4     
Vardas83       Pavarde83      8     10    8     3     8     2     6     5     4     7     7     9     6     5     5     5     
Vardas84       Pavarde84      10    2     1     4     7     10    1     1     5     6     4     5     9     3     9     1     
Vardas85       Pavarde85      7     2     1     4     3     4     5     10    2     6     8     5     4     1     1     9     
Vardas86       Pavarde86      10    4     5     1     4     1     9     6     6     8     7     8     8     3     4     2     
Vardas87       Pavarde87      6     3     4     5     8     10    5     7     9     6     6     4     9     5     4     5     
Vardas88       Pavarde88      3     8     10    9     9     5     7     5     1     9     7     9     2     4     5     5     
Vardas89       Pavarde89      10    7     2     2     1     5     1     8     7     2     3     6     3     2     2     8     
Vardas90       Pavarde90      1     8     4     10    1     7     3     10    3     10    1     5     8     7     1     10    
Vardas91       Pavarde91      9     8     4     2     1     7     9     9     1     4     3     5     1     10    4     8     
Vardas92       Pavarde92      9     10    1     10    7     6     5     7     5     9     7     10    4     3     8     8     
Vardas93       Pavarde93      4     4     2     1     4     8     9     2     4     8     8     6     4     4     1     7     
Vardas94       Pavarde94      3     5     5     10    4     8     7     2     8     5     7     8     3     8     7     4     
Vardas95       Pavarde95      10    9     2     5     6     3     9     6     9     5     4     8     10    7     9     4     
Vardas96       Pavarde96      6     4     10    7     3     9     1     6     2     1     1     3     1     1     5     2     
Vardas97       Pavarde97      1     5     1     4     6     9     3     4     9     6     3     9     3     7     7     5     
Vardas98       Pavarde98      10    2     4     1     4     4     1     8     6     1     3     10    2     5     4     2     
Vardas99       Pavarde99      6     6     2     7     3     5     1     2     1     2     9     1     2     5     7     6     
Vardas100      Pavarde100     8     9     5     4     2     2     5     4     10    10    2     2     7     4     9     10    
Vardas101      Pavarde101     9     6     9     1     3     3     1     4     6     5     6     10    10    3     3     5     
Vardas102      Pavarde102     9     5     3     4     6     4     1     8     5     2     6     7     1     4     10    3     
Vardas103      Pavarde103     9     4     1     8     8     10    8     2     4     6     7     5     3     7     5     9     
Vardas104      Pavarde104     3     4     1     2     3     6     10    9     9     8     1     7     2     6     3     10    
Vardas105      Pavarde105     6     7     10    8     1     5     8     5     2     10    4     10    8     1     1     5     
Vardas106      Pavarde106     7     3     9     9     6     2     8     1     10    5     2     2     8     1     1     8     
Vardas107      Pavarde107     5     10    10    9     6     4     2     9     4     1     3     1     4     8     9     5     
Vardas108      Pavarde108     1     8     3     5     10    8     2     2     8     1     5     5     2     10    10    4     
Vardas109      Pavarde109     7     7     7     2     2     8     3     2     1     4     10    7     6     10    7     5     
Vardas110      Pavarde110     2     3     9     4     8     8     5     1     8     7     6     6     2     3     3     1     
Vardas111      Pavarde111     7     10    5     2     2     7     7     7     3     5     5     7     9     1     6     5     
Vardas112      Pavarde112     4     5     5     6     4     6     3     6     6     8     7     7     3     10    2     4     
Vardas113      Pavarde113     10    6     10    1     3     4     6     9     5     8     8     5     9     2     8     2     
Vardas114      Pavarde114     4     10    1     2     7     4     2     10    2     2     7     9     9     9     8     4     
Vardas115      Pavarde115     2     4     2     9     4     2     1     2     2     8     1     3     6     6     4     7     
Vardas116      Pavarde116     5     7     7     8     7     8     3     9     4     7     10    7     2     10    1     2     
Vardas117      Pavarde117     4     5     1     4     2     3     9     4     6     7     7     8     5     9     3     8     
Vardas118      Pavarde118     10    3     6     2     7     8     3     5     5     9     10    1     10    1     5     4     
Vardas119      Pavarde119     10    5     6     7     6     7     2     6     6     5     10    4     4     8     7     9     
Vardas120      Pavarde120     10    10    2     9     3     3     10    9     4     1     10    7     9     6     6     4     
Vardas121      Pavarde121     3     10    3     2     10    7     7     6     2     6     8     9     8     6     10    8     
Vardas122      Pavarde122     8     1     1     4     3     4     1     3     4     1     10    7     10    9     8     2     
Vardas123      Pavarde123     1     2     8     5     7     2     6     2     5     3     7     7     2     7     5     6     
Vardas124      Pavarde124     3     5     7     7     3     10    6     3     2     3     10    2     6     8     2     7     
Vardas125      Pavarde125     5     3     9     1     1     1     5     10    3     7     9     5     7     10    9     5     
Vardas126      Pavarde126     5     7     4     6     10    9     9     10    6     8     6     9     6     7     3     2     
Vardas127      Pavarde127     4     1     6     8     10    3     6     9     3     4     4     10    10    10    2     5     
Vardas128      Pavarde128     3     5     6     2     10    7     10    6     2     5     4     5     2     6     7     9     
Vardas129      Pavarde129     6     2     9     1     7     10    7     1     10    9     4     8     8     5     9     7     
Vardas130      Pavarde130     2     9     1     3     3     7     7     9     7     2     5     7     9     3     5     8     
Vardas131      Pavarde131     8     10    2     2     1     4     6     8     1     9     3     9     4     5     6     4     
Vardas132      Pavarde132     1     2     9     9     7     2     2     10    5     3     2     9     10    9     1     3     
Vardas133      Pavarde133     4     7     8     1     8     8     3     6     1     4     7     7     8     5     3     10    
Vardas134      Pavarde134     5     1     5     10    7     9     8     3     3     3     7     7     4     3     9     3     
Vardas135      Pavarde135     3     2     3     3     6     7     1     3     4     1     7     1     7     10    4     5     
Vardas136      Pavarde136     7     4     5     7     1     4     1     5     8     1     7     4     6     2     1     6     
Vardas137      Pavarde137     5     6     5     10    6     10    8     6     9     8     7     1     2     7     5     3     
Vardas138      Pavarde138     4     10    10    1     5     4     4     2     1     6     8     1     4     4     1     10    
Vardas139      Pavarde139     7     10    10    5     6     5     1     10    2     4     9     3     6     3     2     8     
Vardas140      Pavarde140     5     8     7     2     1     2     10    4     3     3     4     10    5     9     3     2     
Vardas141      Pavarde141     8     2     4     6     7     10    7     2     3     6     5     7     8     6     7     2     
Vardas142      Pavarde142     4     10    8     2     4     4     1     2     4     6     7     9     9     10    8     5     
Vardas143      Pavarde143     1     6     1     1     8     1     2     10    9     6     1     3     1     10    7     1     
Vardas144      Pavarde144     10    9     5     5     4     3     3     2     7     7     1     3     4     6     10    3     
Vardas145      Pavarde145     7     7     3     9     2     2     8     4     1     3     7     10    10    8     6     7     
Vardas146      Pavarde146     5     8     5     8     6     9     6     5     4     9     4     4     3     3     4     8     
Vardas147      Pavarde147     4     10    10    2     6     3     10    9     8     6     7     7     10    1     8     6     
Vardas148      Pavarde148     9     1     10    9     8     2     6     5     8     5     1     2     5     4     7     7     
Vardas149      Pavarde149     1     8     10    6     7     3     3     7     5     3     2     3     1     7     5     2     
Vardas150      Pavarde150     5     9     9     4     9     1     6     6     1     4     4     10    1     4     5     6     
Vardas151      Pavarde151     6     6     2     6     10    7     3     4     10    8     6     2     4     1     7     10    
Vardas152      Pavarde152     6     9     2     4     8     6     6     1     4     6     10    6     6     1     2     7     
Vardas153      Pavarde153     4     10    4     7     5     8     3     9     5     2     1     10    9     10    8     5     
Vardas154      Pavarde154     6     9     10    6     4     1     10    4     6     3     4     8     2     2     5     10    
Vardas155      Pavarde155     3     2     7     8     1     2     9     4     7     5     7     5     8     10    4     7     
Vardas156      Pavarde156     8     1     3     6     2     6     1     1     7     5     8     1     9     6     1     6     
Vardas157      Pavarde157     8     5     8     3     7     8     3     4     10    5     10    10    8     8     2     6     
Vardas158      Pavarde158     8     10    5     8     9     8     1     5     3     8     8     9     2     3     2     4     
Vardas159      Pavarde159     10    4     6     6     10    4     1     5     3     10    8     2     6     5     5     1     
Vardas160      Pavarde160     1     5     2     5     8     4     6     3     3     4     2     7     5     8     5     10    
Vardas161      Pavarde161     5     9     2     9     9     9     7     5     1     7     5     1     10    3     7     8     
Vardas162      Pavarde162     7     3     2     3     7     6     4     10    1     9     8     1     1     5     8     10    
Vardas163      Pavarde163     2     8     8     6     9     2     1     3     4     10    3     1     5     6     7     7     
Vardas164      Pavarde164     7     1     2     8     3     7     6     2     2     9     5     1     5     5     1     4     
Vardas165      Pavarde165     3     4     1     6     3     9     1     1     8     10    10    4     3     3     9     2     
Vardas166      Pavarde166     4     1     2     2     3     2     8     3     1     6     5     8     6     1     2     7     
Vardas167      Pavarde167     1     5     2     3     6     9     3     10    4     6     3     1     3     5     5     2     
Vardas168      Pavarde168     8     3     3     4     4     3     2     3     1     1     2     4     7     7     7     7     
Vardas169      Pavarde169     2     7     3     3     3     6     4     2     10    7     2     5     5     9     3     4     
Vardas170      Pavarde170     5     10    10    5     1     1     7     6     5     3     10    9     6     2     8     4     
Vardas171      Pavarde171     3     10    1     6     6     9     2     1     3     1     5     4     10    8     9     6     
Vardas172      Pavarde172     4     5     5     5     9     10    5     1     2     9     5     2     4     5     1     3     
Vardas173      Pavarde173     5     1     4     7     2     3     1     6     8     10    6     8     1     2     4     10    
Vardas174      Pavarde174     1     2     6     8     7     1     4     5     5     9     5     6     5     10    10    5     
Vardas175      Pavarde175     1     7     8     2     8     10    9     1     10    9     5     3     7     5     4     10    
Vardas176      Pavarde176     3     8     9     6     5     1     4     3     1     9     8     3     2     3     2     8     
Vardas177      Pavarde177     10    2     6     9     5     7     6     8     2     7     4     1     5     10    4     9     
Vardas178      Pavarde178     5     10    6     8     6     4     7     6     10    6     8     5     5     6     7     4     
Vardas179      Pavarde179     4     6     10    1     10    9     2     10    9     1     3     1     9     8     7     4     
Vardas180      Pavarde180     10    6     6     8     6     7     2     2     9     1     7     6     5     5     4     8     
Vardas181      Pavarde181     6     1     9     7     4     6     7     5     10    3     5     2     10    7     7     7     
Vardas182      Pavarde182     3     2     3     10    1     1     6     1     5     4     6     6     3     2     2     4     
Vardas183      Pavarde183     10    2     9     5     8     5     10    9     10    8     6     6     8     4     2     6     
Vardas184      Pavarde184     3     3     8     3     2     2     3     7     1     4     5     10    3     9     10    2     
Vardas185      Pavarde185     5     5     3     1     4     5     1     3     7     3     2     3     7     10    10    3     
Vardas186      Pavarde186     3     10    1     5     8     10    6     5     6     8     7     9     6     8     1     10    
Vardas187      Pavarde187     7     2     1     8     1     10    10    9     10    4     1     2     2     9     1     7     
Vardas188      Pavarde188     4     2     5     7     3     2     3     10    1     7     3     1     6     1     5     1     
Vardas189      Pavarde189     1     6     7     6     8     8     3     8     5     9     3     1     6     2     6     2     
Vardas190      Pavarde190     4     4     10    2     1     7     6     6     9     5     3     6     10    7     1     4     
Vardas191      Pavarde191     8     4     1     1     10    8     2     2     6     1     6     2     3     4     7     6     
Vardas192      Pavarde192     10    4     9     7     1     6     5     9     4     8     1     10    2     3     10    5     
Vardas193      Pavarde193     6     2     5     6     8     9     7     1     2     9     8     6     1     9     9     2     
Vardas194      Pavarde194     3     4     8     6     5     10    2     2     3     9     6     6     7     2     4     2     
Vardas195      Pavarde195     10    4     4     3     3     10    4     4     6     4     9     9     3     3     6     3     
Vardas196      Pavarde196     8     5     6     1     6     3     5     7     8     7     5     1     6     4     8     7     
Vardas197      Pavarde197     6     3     5     6     6     6     3     5     6     8     8     7     1     7     1     1     
Vardas198      Pavarde198     10    2     5     2     4     9     10    2     1     9     8     9     10    2     8     5     
Vardas199      Pavarde199     3     9     2     6     6     7     6     10    6     9     9     1     10    6     8     8     
Vardas200      Pavarde200     2     6     2     9     5     1     10    1     5     1     8     8     2     10    2     6     
Vardas201      Pavarde201     1     8     6     7     10    9     6     6     3     9     1     6     8     1     1     8     
Vardas202      Pavarde202     1     7     5     2     3     6     1     5     1     8     7     10    4     7     8     6     
Vardas203      Pavarde203     5     6     1     3     6     3     3     2     7     7     9     4     7     3     9     3     
Vardas204      Pavarde204     8     9     6     5     2     6     3     5     5     8     7     4     9     4     7     6     
Vardas205      Pavarde205     8     8     3     7     1     4     1     3     7     8     1     1     4     6     10    5     
Vardas206      Pavarde206     7     10    1     4     9     2     10    5     9     4     8     6     9     3     1     1     
Vardas207      Pavarde207     9     1     8     2     8     10    10    6     4     3     1     7     4     6     3     2     
Vardas208      Pavarde208     3     10    8     9     1     9     8     7     10    1     8     2     7     3     3     5     
Vardas209      Pavarde209     1     7     4     4     2     6     2     2     7     1     6     1     5     6     2     6     
Vardas210      Pavarde210     2     3     9     5     3     9     5     5     2     3     1     7     7     8     8     10    
Vardas211      Pavarde211     2     3     2     7     8     9     7     6     5     4     1     5     1     9     10    1     
Vardas212      Pavarde212     10    10    10    7     3     9     9     8     6     3     6     5     6     5     4     5     
Vardas213      Pavarde213     9     2     4     9     7     1     1     7     1     2     6     5     5     9     1     3     
Vardas214      Pavarde214     8     4     8     6     2     6     3     7     2     1     9     7     3     5     1     2     
Vardas215      Pavarde215     2     4     3     9     2     2     1     6     6     9     8     6     9     5     5     7     
Vardas216      Pavarde216     9     4     3     8     9     2     4     1     6     6     3     4     9     10    5     7     
Vardas217      Pavarde217     8     4     4     9     1     1     9     9     4     3     3     4     10    8     5     6     
Vardas218      Pavarde218     1     6     5     3     1     4     2     3     4     3     1     5     9     5     8     6     
Vardas219      Pavarde219     1     8     1     1     7     4     7     8     8     5     9     4     3     4     6     10    
Vardas220      Pavarde220     1     3     6     6     3     8     6     2     4     8     5     8     3     9     7     4     
Vardas221      Pavarde221     6     1     6     4     5     5     5     3     1     4     4     6     1     8     4     1     
Vardas222      Pavarde222     9     7     10    3     5     3     8     1     5     10    1     9     10    2     1     8     
Vardas223      Pavarde223     8     4     5     10    6     4     3     1     6     8     2     2     5     3     8     8     
Vardas224      Pavarde224     2     3     1     6     6     6     2     3     2     10    6     4     1     6     2     4     
Vardas225      Pavarde225     9     3     2     2     3     2     3     5     6     8     1     3     8     7     6     7     
Vardas226      Pavarde226     4     2     9     8     4     7     10    7     7     2     7     5     7     2     1     8     
Vardas227      Pavarde227     10    5     5     1     7     5     7     3     8     9     1     3     1     10    7     4     
Vardas228      Pavarde228     10    2     10    8     10    1     3     7     7     5     6     10    9     6     4     10    
Vardas229      Pavarde229     3     8     4     2     9     10    1     9     3     9     5     1     6     7     9     9     
Vardas230      Pavarde230     7     6     5     8     10    4     5     9     2     10    4     1     2     2     9     5     
Vardas231      Pavarde231     9     5     2     5     6     8     9     5     2     3     1     3     6     3     3     5     
Vardas232      Pavarde232     2     8     2     4     9     5     7     10    2     9     5     5     5     2     8     3     
Vardas233      Pavarde233     6     9     5     3     8     2     2     8     10    1     4     1     4     7     6     5     
Vardas234      Pavarde234     4     3     8     2     10    9     10    8     10    6     1     9     7     9     3     8     
Vardas235      Pavarde235     3     2     3     1     10    8     8     4     3     6     3     2     3     10    2     3     
Vardas236      Pavarde236     9     2     8     10    4     4     8     7     9     4     2     7     9     9     4     3     
Vardas237      Pavarde237     7     9     6     3     10    4     6     5     10    1     10    4     2     8     2     3     
Vardas238      Pavarde238     6     3     6     1     6     7     10    6     7     10    2     7     9     9     6     3     
Vardas239      Pavarde239     3     1     8     3     2     6     1     10    4     8     7     5     4     7     8     7     
Vardas240      Pavarde240     2     7     10    4     6     1     1     5     5     3     3     4     2     2     7     10    
Vardas241      Pavarde241     8     6     9     4     1     2     8     6     8     4     5     8     6     8     1     10    
Vardas242      Pavarde242     8     7     1     5     9     2     8     7     9     6     5     8     7     9     6     10    
Vardas243      Pavarde243     8     1     7     2     10    2     8     3     7     4     1     9     8     4     1     7     
Vardas244      Pavarde244     1     5     8     4     10    7     8     6     9     1     10    3     7     10    10    8     
Vardas245      Pavarde245     2     1     9     10    5     8     3     7     1     6     3     2     5     1     8     2     
Vardas246      Pavarde246     2     4     3     4     4     5     7     6     10    2     3     10    5     5     5     8     
Vardas247      Pavarde247     4     6     9     6     1     10    10    2     3     4     4     2     3     6     4     1     
Vardas248      Pavarde248     4     2     3     7     6     6     10    8     8     2     10    7     8     6     3     6     
Vardas249      Pavarde249     9     9     2     4     2     6     9     10    1     7     10    7     9     4     3     8     
Vardas250      Pavarde250     10    6     10    9     5     9     7     2     7     10    8     10    5     5     4     8     
Vardas251      Pavarde251     5     4     7     1     9     3     9     5     6     4     1     10    9     5     7     2     
Vardas252      Pavarde252     7     7     4     9     6     5     6     6     5     10    4     8     2     4     2     5     
Vardas253      Pavarde253     1     4     6     3     10    4     8     5     6     8     3     9     2     10    6     5     
Vardas254      Pavarde254     7     3     3     7     10    8     1     1     9     3     10    1     4     2     4     2     
Vardas255      Pavarde255     8     4     5     6     10    2     9     2     6     4     2     2     5     3     7     7     
Vardas256      Pavarde256     9     9     5     1     2     10    4     7     3     6     10    8     4     4     10    7     
Vardas257      Pavarde257     4     2     9     6     8     3     1     2     7     8     6     2     6     5     6     1     
Vardas258      Pavarde258     6     6     4     2     8     10    1     2     10    9     3     9     9     7     4     4     
Vardas259      Pavarde259     4     3     7     2     1     9     8     3     10    6     1     1     10    5     9     8     
Vardas260      Pavarde260     9     4     5     8     1     3     6     1     8     7     7     4     8     9     10    5     
Vardas261      Pavarde261     4     6     7     1     2     1     1     7     4     9     4     2     1     5     4     2     
Vardas262      Pavarde262     1     3     8     10    10    2     1     4     6     3     7     2     6     2     2     9     
Vardas263      Pavarde263     1     3     8     1     7     6     2     4     9     4     1     7     2     2     9     1     
Vardas264      Pavarde264     7     3     4     10    8     1     3     10    3     3     1     5     2     3     2     4     
Vardas265      Pavarde265     7     10    8     10    7     8     6     9     8     9     1     2     9     5     8     5     
Vardas266      Pavarde266     2     8     10    6     6     8     2     5     4     3     2     3     7     7     4     10    
Vardas267      Pavarde267     7     4     5     6     4     6     3     7     3     9     5     6     1     6     7     2     
Vardas268      Pavarde268     5     10    4     1     1     1     1     5     8     2     8     7     8     9     2     2     
Vardas269      Pavarde269     2     10    5     8     1     5     10    9     7     7     5     7     1     10    6     6     
Vardas270      Pavarde270     3     3     10    5     2     4     7     9     1     1     1     1     7     8     6     1     
Vardas271      Pavarde271     5     3     8     5     8     9     8     1     8     5     3     7     6     2     5     5     
Vardas272      Pavarde272     6     5     6     3     9     3     2     5     4     5     9     3     5     2     3     3     
Vardas273      Pavarde273     5     8     2     6     4     3     2     1     3     6     8     1     1     6     7     7     
Vardas274      Pavarde274     9     2     2     3     3     8     8     8     1     8     5     8     5     9     3     4     
Vardas275      Pavarde275     2     9     5     2     6     10    3     4     3     3     3     5     8     1     6     2     
Vardas276      Pavarde276     7     10    1     9     4     3     10    2     7     7     9     5     6     4     7     5     
Vardas277      Pavarde277     3     10    9     2     6     6     7     4     6     4     8     1     8     5     4     2     
Vardas278      Pavarde278     5     3     10    4     5     2     10    9     2     7     6     2     7     10    10    4     
Vardas279      Pavarde279     6     2     1     7     5     10    1     7     3     6     2     6     4     7     9     4     
Vardas280      Pavarde280     10    5     9     10    10    4     7     2     7     10    3     7     7     3     7     5     
Vardas281      Pavarde281     10    10    1     6     1     9     8     2     4     2     7     7     5     8     1     9     
Vardas282      Pavarde282     8     9     9     1     1     4     9     9     1     9     6     5     3     6     1     4     
Vardas283      Pavarde283     1     6     7     2     7     9     8     7     10    6     7     8     1     10    8     9     
Vardas284      Pavarde284     6     4     10    2     10    1     7     2     3     10    10    2     3     10    6     4     
Vardas285      Pavarde285     8     1     7     5     1     8     4     5     7     8     4     7     2     4     2     4     
Vardas286      Pavarde286     6     9     8     5     8     1     3     6     2     2     4     10    10    1     7     6     
Vardas287      Pavarde287     2     4     1     7     10    3     4     4     6     5     6     10    4     8     6     5     
Vardas288      Pavarde288     5     4     7     4     3     2     1     6     4     8     1     3     8     9     5     4     
Vardas289      Pavarde289     3     9     9     9     1     5     2     4     8     4     1     3     1     3     2     6     
Vardas290      Pavarde290     1     5     6     4     5     7     3     1     4     10    2     6     5     5     6     6     
Vardas291      Pavarde291     10    5     5     7     1     3     7     8     4     8     7     5     4     8     10    7     
Vardas292      Pavarde292     9     3     9     3     4     7     7     1     9     10    5     5     10    4     1     8     
Vardas293      Pavarde293     9     9     2     7     5     8     7     6     5     9     7     3     5     7     6     2     
Vardas294      Pavarde294     6     5     9     10    3     1     10    6     10    3     5     4     6     3     10    7     
Vardas295      Pavarde295     5     3     6     8     5     8     7     7     7     5     9     3     9     7     8     10    
Vardas296      Pavarde296     5     7     8     5     2     5     4     2     4     7     10    7     5     3     5     3     
Vardas297      Pavarde297     2     1     5     8     6     9     5     5     9     4     10    7     6     5     6     8     
Vardas298      Pavarde298     3     4     9     2     5     4     8     5     10    6     8     4     3     2     10    2     
Vardas299      Pavarde299     5     6     5     4     10    4     8     10    8     10    7     10    2     3     4     6     
Vardas300      Pavarde300     8     7     4     8     6     1     5     3     1     6     5     8     3     2     2     3     
Vardas301      Pavarde301     5     5     10    10    6     6     2     7     9     7     4     2     2     9     6     2     
